date,unit_id,loss_category,system,subsystem,component,loss_usd,linked_event_id
2023-01-09,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,364.13,
2023-01-09,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,606.88,
2023-01-09,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,242.75,
2023-01-09,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,236.21,
2023-01-09,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,354.32,
2023-01-09,STS-U1,Energy,Electrical,Transformers,GSU Transformer,590.54,
2023-01-09,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1326.68,
2023-01-09,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,482.43,
2023-01-09,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,603.04,
2023-01-09,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,763.97,
2023-01-09,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,169.77,
2023-01-09,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,509.31,
2023-01-09,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,254.66,
2023-01-09,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,74.24,
2023-01-09,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,185.61,
2023-01-09,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,111.37,
2023-01-09,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,549.87,EVT-2024-06-AUXDRIFT
2023-01-09,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,46.48,
2023-01-09,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,916.46,EVT-2024-06-AUXDRIFT
2023-01-09,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,77.47,
2023-01-09,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,366.58,EVT-2024-06-AUXDRIFT
2023-01-09,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,30.99,
2023-01-09,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,40.57,
2023-01-09,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,60.85,
2023-01-09,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,101.42,
2023-01-09,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,587.39,
2023-01-09,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,213.59,
2023-01-09,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,267.0,
2023-01-10,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,973.31,
2023-01-10,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,216.29,
2023-01-10,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,648.87,
2023-01-10,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,324.44,
2023-01-10,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,271.29,
2023-01-10,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,678.21,
2023-01-10,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,406.93,
2023-01-10,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,410.81,
2023-01-10,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,684.69,
2023-01-10,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,273.88,
2023-01-10,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,228.43,
2023-01-10,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,342.65,
2023-01-10,STS-U1,Energy,Electrical,Transformers,GSU Transformer,571.08,
2023-01-10,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1139.1,
2023-01-10,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,414.22,
2023-01-10,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,517.78,
2023-01-10,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,804.15,
2023-01-10,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,178.7,
2023-01-10,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,536.1,
2023-01-10,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,268.05,
2023-01-10,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,81.13,
2023-01-10,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,202.82,
2023-01-10,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,121.7,
2023-01-10,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,608.66,EVT-2024-06-AUXDRIFT
2023-01-10,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,52.46,
2023-01-10,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1014.44,EVT-2024-06-AUXDRIFT
2023-01-10,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,87.43,
2023-01-10,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,405.78,EVT-2024-06-AUXDRIFT
2023-01-10,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,34.97,
2023-01-10,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,43.52,
2023-01-10,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,65.29,
2023-01-10,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,108.81,
2023-01-10,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,627.08,
2023-01-10,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,228.02,
2023-01-10,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,285.04,
2023-01-11,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1192.29,
2023-01-11,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,264.95,
2023-01-11,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,794.86,
2023-01-11,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,397.43,
2023-01-11,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,284.18,
2023-01-11,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,710.45,
2023-01-11,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,426.27,
2023-01-11,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,328.17,
2023-01-11,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,546.95,
2023-01-11,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,218.78,
2023-01-11,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,226.61,
2023-01-11,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,339.92,
2023-01-11,STS-U1,Energy,Electrical,Transformers,GSU Transformer,566.52,
2023-01-11,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1360.74,
2023-01-11,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,494.81,
2023-01-11,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,618.52,
2023-01-11,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,811.44,
2023-01-11,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,180.32,
2023-01-11,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,540.96,
2023-01-11,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,270.48,
2023-01-11,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,78.63,
2023-01-11,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,196.58,
2023-01-11,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,117.95,
2023-01-11,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,591.38,EVT-2024-06-AUXDRIFT
2023-01-11,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,41.92,
2023-01-11,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,985.64,EVT-2024-06-AUXDRIFT
2023-01-11,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,69.88,
2023-01-11,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,394.26,EVT-2024-06-AUXDRIFT
2023-01-11,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,27.95,
2023-01-11,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,41.88,
2023-01-11,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,62.82,
2023-01-11,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,104.7,
2023-01-11,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,629.82,
2023-01-11,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,229.06,
2023-01-11,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,286.28,
2023-01-12,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1149.41,
2023-01-12,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,255.42,
2023-01-12,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,766.28,
2023-01-12,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,383.14,
2023-01-12,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,303.23,
2023-01-12,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,758.06,
2023-01-12,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,454.84,
2023-01-12,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,352.0,
2023-01-12,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,586.67,
2023-01-12,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,234.67,
2023-01-12,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,244.68,
2023-01-12,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,367.03,
2023-01-12,STS-U1,Energy,Electrical,Transformers,GSU Transformer,611.71,
2023-01-12,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1122.81,
2023-01-12,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,408.29,
2023-01-12,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,510.37,
2023-01-12,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,817.47,
2023-01-12,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,181.66,
2023-01-12,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,544.98,
2023-01-12,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,272.49,
2023-01-12,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,81.79,
2023-01-12,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,204.47,
2023-01-12,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,122.68,
2023-01-12,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,600.01,EVT-2024-06-AUXDRIFT
2023-01-12,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,45.04,
2023-01-12,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1000.02,EVT-2024-06-AUXDRIFT
2023-01-12,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,75.08,
2023-01-12,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,400.01,EVT-2024-06-AUXDRIFT
2023-01-12,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,30.03,
2023-01-12,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,43.5,
2023-01-12,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,65.25,
2023-01-12,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,108.76,
2023-01-12,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,615.68,
2023-01-12,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,223.86,
2023-01-12,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,279.85,
2023-01-13,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1110.44,
2023-01-13,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,246.76,
2023-01-13,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,740.3,
2023-01-13,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,370.15,
2023-01-13,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,290.48,
2023-01-13,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,726.2,
2023-01-13,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,435.72,
2023-01-13,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,356.76,
2023-01-13,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,594.6,
2023-01-13,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,237.84,
2023-01-13,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,236.19,
2023-01-13,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,354.28,
2023-01-13,STS-U1,Energy,Electrical,Transformers,GSU Transformer,590.47,
2023-01-13,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1326.68,
2023-01-13,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,482.43,
2023-01-13,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,603.04,
2023-01-13,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,816.2,
2023-01-13,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,181.38,
2023-01-13,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,544.13,
2023-01-13,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,272.07,
2023-01-13,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,81.33,
2023-01-13,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,203.34,
2023-01-13,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,122.0,
2023-01-13,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,604.9,EVT-2024-06-AUXDRIFT
2023-01-13,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,45.53,
2023-01-13,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,1008.16,EVT-2024-06-AUXDRIFT
2023-01-13,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,75.88,
2023-01-13,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,403.26,EVT-2024-06-AUXDRIFT
2023-01-13,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,30.35,
2023-01-13,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,48.58,
2023-01-13,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,72.88,
2023-01-13,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,121.46,
2023-01-13,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,639.84,
2023-01-13,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,232.67,
2023-01-13,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,290.83,
2023-01-14,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,999.65,
2023-01-14,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,222.15,
2023-01-14,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,666.44,
2023-01-14,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,333.22,
2023-01-14,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,264.02,
2023-01-14,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,660.04,
2023-01-14,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,396.02,
2023-01-14,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,322.52,
2023-01-14,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,537.52,
2023-01-14,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,215.01,
2023-01-14,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,211.34,
2023-01-14,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,317.01,
2023-01-14,STS-U1,Energy,Electrical,Transformers,GSU Transformer,528.35,
2023-01-14,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1392.73,
2023-01-14,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,506.45,
2023-01-14,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,633.06,
2023-01-14,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,715.92,
2023-01-14,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,159.09,
2023-01-14,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,477.28,
2023-01-14,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,238.64,
2023-01-14,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,71.18,
2023-01-14,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,177.96,
2023-01-14,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,106.77,
2023-01-14,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,528.81,EVT-2024-06-AUXDRIFT
2023-01-14,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,41.22,
2023-01-14,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,881.35,EVT-2024-06-AUXDRIFT
2023-01-14,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,68.69,
2023-01-14,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,352.54,EVT-2024-06-AUXDRIFT
2023-01-14,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,27.48,
2023-01-14,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,37.2,
2023-01-14,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,55.8,
2023-01-14,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,93.0,
2023-01-14,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,580.26,
2023-01-14,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,211.01,
2023-01-14,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,263.76,
2023-01-15,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1067.41,
2023-01-15,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,237.2,
2023-01-15,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,711.61,
2023-01-15,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,355.8,
2023-01-15,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,266.74,
2023-01-15,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,666.86,
2023-01-15,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,400.12,
2023-01-15,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,280.73,
2023-01-15,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,467.89,
2023-01-15,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,187.16,
2023-01-15,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,211.3,
2023-01-15,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,316.96,
2023-01-15,STS-U1,Energy,Electrical,Transformers,GSU Transformer,528.26,
2023-01-15,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,990.76,
2023-01-15,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,360.28,
2023-01-15,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,450.34,
2023-01-15,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,760.46,
2023-01-15,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,168.99,
2023-01-15,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,506.98,
2023-01-15,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,253.49,
2023-01-15,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,75.24,
2023-01-15,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,188.11,
2023-01-15,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,112.87,
2023-01-15,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,558.43,EVT-2024-06-AUXDRIFT
2023-01-15,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,35.84,
2023-01-15,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,930.72,EVT-2024-06-AUXDRIFT
2023-01-15,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,59.74,
2023-01-15,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,372.29,EVT-2024-06-AUXDRIFT
2023-01-15,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,23.9,
2023-01-15,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,51.42,
2023-01-15,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,77.14,
2023-01-15,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,128.56,
2023-01-15,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,569.52,
2023-01-15,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,207.11,
2023-01-15,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,258.87,
2023-01-16,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1196.49,
2023-01-16,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,265.89,
2023-01-16,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,797.66,
2023-01-16,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,398.83,
2023-01-16,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,285.51,
2023-01-16,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,713.78,
2023-01-16,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,428.27,
2023-01-16,STS-U1,Energy,Cooling,Circulating Water System,CW Pumps / Strainers,265.48,
2023-01-16,STS-U1,Energy,Cooling,Condenser & Vacuum,Surface Condenser,442.47,
2023-01-16,STS-U1,Energy,Cooling,Cooling Tower,CT Fans / Fill,176.99,
2023-01-16,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,220.57,
2023-01-16,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,330.86,
2023-01-16,STS-U1,Energy,Electrical,Transformers,GSU Transformer,551.43,
2023-01-16,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1377.17,
2023-01-16,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,500.79,
2023-01-16,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,625.99,
2023-01-16,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,816.64,
2023-01-16,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,181.48,
2023-01-16,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,544.42,
2023-01-16,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,272.21,
2023-01-16,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,79.62,
2023-01-16,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,199.04,
2023-01-16,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,119.43,
2023-01-16,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,595.88,EVT-2024-06-AUXDRIFT
2023-01-16,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,33.88,
2023-01-16,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,993.12,EVT-2024-06-AUXDRIFT
